CourseTitle|CourseCode|Subterm|CreditHours|Instructor|CourseDays|TimeSlot|BuildingCode|Room|Comments
Intro Electromagnetism, Light and Modern Physics (w/o Calc)|PHYS-3201-R-1|Spring|5|Merideth Frey|R|1:30 PM-3:25 PM|SC|116|
Intro Electromagnetism, Light and Modern Physics (w/o Calc)|PHYS-3201-R-1|Spring|5|Merideth Frey|F|9:30 AM-10:55 AM|SC|116|
Intro Electromagnetism, Light and Modern Physics (w/o Calc)|PHYS-3201-R-1|Spring|5|Merideth Frey|W|11:05 AM-12:30 PM|SC|116|Open
Thermal Physics|PHYS-3522-R-1|Fall|5|Melvin Irizarry-Gelpí|TR|9:30 AM-10:55 AM|BATES|206|Intermediate
FYS :Making Democracy Work: Politics, Philosophy, Reform|POLI-1025-F-1|Year|10|David Peritz|TR|9:30 AM-10:55 AM|HEIM|211|First Year Studies
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI-2024-L-1|Year|10|David Peritz|W|3:35 PM-4:30 PM|SWIN|102|Group conference, meets weekly
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI-2024-L-1|Year|10|David Peritz|W|2:00 PM-2:55 PM|SWIN|102|Group conference, meets weekly
Intro Social Theory: Philosophical Tools for Critical Social Analysis|POLI-2024-L-1|Year|10|David Peritz|W|11:05 AM-1:00 PM|PAC|3|Open
Introductn International Relations|POLI-2030-L-1|Fall|5|Yekaterina Oziashvili|R|1:00 PM-1:55 PM|SLON|SR|Group conference
Introductn International Relations|POLI-2030-L-1|Fall|5|Yekaterina Oziashvili|M|1:00 PM-1:55 PM|SLON|SR|Group conference
Introductn International Relations|POLI-2030-L-1|Fall|5|Yekaterina Oziashvili|MR|11:05 AM-12:30 PM|HEIM|202|Open
Polarization|POLI-3020-R-1|Fall|5|Samuel Abrams|M|9:00 AM-10:55 AM|SC|201|Open
All Politics is Local!|POLI-3073-R-1|Spring|5|Emmaia Gelman|TR|7:00 PM-8:25 PM|ANDH|103|Open
Intervention and Justice|POLI-3215-A-1|Fall|5|Elke Zuern||-|OFFCM||Bedford Hills
Intervention and Justice|POLI-3215-R-1|Spring|5|Elke Zuern|W|1:00 PM-3:25 PM|WEST|104|Open
International Politics and Ethnic Conflict|POLI-3426-R-1|Spring|5|Yekaterina Oziashvili|MR|2:00 PM-3:25 PM|SC|101|Open
State Terror and Terrorism|POLI-3711-R-1|Spring|5|Elke Zuern|T|3:35 PM-6:00 PM|ANDH|101|Intermediate
Foundations in Workplace Culture and Well-Being|PRAC-2103-L-1|Fall|3|Meghan Jablonski|W|6:30 PM-9:30 PM|ONLIN||Sophomores and above (3 CR)
Foundations in Workplace Culture and Well-Being|PRAC-2105-L-1|Fall|5|Meghan Jablonski|W|6:30 PM-9:30 PM|ONLIN||Sophomores and above (5 CR)
Building a Professional Identity|PRAC-2123-L-1|Spring|3|Meghan Jablonski|W|6:30 PM-9:30 PM|ONLIN||Sophomores and above (3 CR)
Building a Professional Identity|PRAC-2125-L-1|Spring|5|Meghan Jablonski|W|6:30 PM-9:30 PM|OFFCM||Sophomores and above (5 CR)
FYS: The Senses: Art and Science|PSYC-1013-F-1|Year|10|Elizabeth Johnston|T|11:05 AM-1:00 PM|ANDH|103|First Year Studies
FYS: The Senses: Art and Science|PSYC-1013-F-1|Year|10|Elizabeth Johnston|W|1:00 PM-3:00 PM|LIBR|PILLW|Group collaborative
FYS: The Senses: Art and Science|PSYC-1013-F-1|Year|10|Elizabeth Johnston|F|11:05 AM-1:00 PM|MORL|LAB|
FYS: The Social Psychology of Immigration|PSYC-1020-F-1|Year|10|Gina Philogene|TF|11:05 AM-12:30 PM|MORL|CL|First Year Studies
Introduction to Social Psychology|PSYC-2021-L-1|Year|10|Gina Philogene|W|2:00 PM-2:55 PM|PAC|1|Group confernce
Introduction to Social Psychology|PSYC-2021-L-1|Year|10|Gina Philogene|W|10:00 AM-10:55 AM|PAC|1|Group confernce
Introduction to Social Psychology|PSYC-2021-L-1|Year|10|Gina Philogene|TR|9:30 AM-10:55 AM|PAC|3|Open
Psychology of Children's Television|PSYC-2042-L-1|Fall|5|Jamie Krenn|R|9:00 AM-10:55 AM|TITS|LH|Open
Psychology of Children's Television|PSYC-2042-L-1|Fall|5|Jamie Krenn|R|11:05 AM-12:00 PM|BATES|015|Group conference, meets weekly
Psychology of Children's Television|PSYC-2042-L-1|Fall|5|Jamie Krenn|R|1:05 PM-2:00 PM|BATES|015|Group conference, meets weekly
Psychology of Children's Television|PSYC-2042-L-1|Fall|5|Jamie Krenn|R|12:05 PM-1:00 PM|BATES|015|Group conference, meets weekly
Art and Visual Perception|PSYC-2062-L-1|Spring|5|Elizabeth Johnston|R|2:00 PM-3:25 PM|ANDH|104|Group conference, meets weekly
Art and Visual Perception|PSYC-2062-L-1|Spring|5|Elizabeth Johnston|R|9:30 AM-10:55 AM|ANDH|104|Group conference, meets weekly
Art and Visual Perception|PSYC-2062-L-1|Spring|5|Elizabeth Johnston|W|11:05 AM-12:30 PM|TITS|LH|Open
Art and Visual Perception|PSYC-2062-L-1|Spring|5|Elizabeth Johnston|R|4:00 PM-5:25 PM|ANDH|104|Group conference, meets weekly
Technology & Human Development|PSYC-2074-L-1|Spring|5|Jamie Krenn|R|9:00 AM-10:55 AM|TITS|LH|Open
Technology & Human Development|PSYC-2074-L-1|Spring|5|Jamie Krenn|R|11:05 AM-12:00 PM|BATES|015|Group conference, meets weely
Technology & Human Development|PSYC-2074-L-1|Spring|5|Jamie Krenn|R|1:05 PM-2:00 PM|BATES|015|Group conference, meets weely
Technology & Human Development|PSYC-2074-L-1|Spring|5|Jamie Krenn|R|12:05 PM-1:00 PM|BATES|015|Group conference, meets weely
Finding Happiness & Keeping It: Insights Psychology & Neuroscience|PSYC-2075-L-1|Fall|5|Maia Pujara|T|4:35 PM-5:30 PM|HEIM|111|Group conference
Finding Happiness & Keeping It: Insights Psychology & Neuroscience|PSYC-2075-L-1|Fall|5|Maia Pujara|T|3:35 PM-4:30 PM|HEIM|111|Group conference
Finding Happiness & Keeping It: Insights Psychology & Neuroscience|PSYC-2075-L-1|Fall|5|Maia Pujara|MW|3:35 PM-5:00 PM|SC|103|Open
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC-2084-L-1|Fall|5|Linwood Lewis|TF|11:05 AM-12:30 PM|HEIM|202|Open
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC-2084-L-1|Fall|5|Linwood Lewis|W|11:05 AM-12:00 PM|SC|101|Group conference
Sex is Not a Natural Act: Social Science Exploratns-Sex/Sexualities|PSYC-2084-L-1|Fall|5|Linwood Lewis|R|2:00 PM-2:55 PM|ANDH|103|Group conference
The Stories We Could Tell: Theatre through Memory|PSYC-3030-A-1|Spring|5|Christine Farrell|W|9:30 AM-12:30 PM|OFFCM||Open
Cognition through the Lens of Neuropsychology|PSYC-3119-R-1|Spring|5|Maia Pujara|MW|3:35 PM-5:00 PM|SC|101|Open
Culture and Mental Health|PSYC-3151-R-1|Fall|5|Deanna Barenboim|TF|11:05 AM-12:30 PM|TITS|LR|Open
The Social Ecology of Caregiving|PSYC-3203-R-1|Spring|5|Magdalena Ornstein-Sloan|W|2:00 PM-4:30 PM|DL|04|Open
How Humans Learn Language|PSYC-3205-R-1|Spring|5|Samantha Floyd|MW|3:35 PM-5:00 PM|LIBR|E1|Open
Food Environments, Health and Social Justice|PSYC-3235-R-1|Fall|5|Magdalena Ornstein-Sloan|W|2:00 PM-4:30 PM|SHEFF|22|Open
Immigration and Identity|PSYC-3237-R-1|Spring|5|Deanna Barenboim|W|11:05 AM-1:00 PM|TITS|LR|Intermediate
Mind-Body Interactions: Psychoneuroimmunology|PSYC-3513-R-1|Fall|5|Maia Pujara|MR|11:05 AM-12:30 PM|SC|201|Intermediate
Mind-Body Interactions: Psychoneuroendocrinology|PSYC-3514-R-1|Spring|5|Maia Pujara|MR|11:05 AM-12:30 PM|SC|201|Intermediate
Concepts of the Mind: How Language & Culture Challenge Cognitive Sci|PSYC-3651-R-1|Fall|5|Samantha Floyd|TR|3:35 PM-5:30 PM|MORL|CL|Intermediate
The Power and Meanings of Play in Children's Lives|PSYC-3664-R-1|Fall|5|Cynthia Parson-Puccio|W|1:30 PM-3:25 PM|WREX|DR|Intermediate/Advanced
Intersectionality Research Seminar|PSYC-3755-R-1|Year|10|Linwood Lewis|W|3:35 PM-5:30 PM|PAC|1|Intermediate/Advanced
Children's Literature:Developmental and Literary Perspectives|PSYC-3762-R-1|Spring|5|Charlotte Doyle|F|10:00 AM-12:30 PM|SLON|SR|Sophomores and above
The Social Psychology of Immigration|PSYC-3764-R-1|Year|10|Gina Philogene|TF|11:05 AM-12:30 PM|MORL|CL|Open
Bullies and Their Victims: Social & Physical Aggression -Child/Adoles|PSYC-3766-R-1|Spring|5|Carl Barenboim|T|3:35 PM-5:30 PM|ONLIN||Intermediate/Advanced
A Window Into the Growing Mind: Research Methods Cognitive Devel|PSYC-3770-R-1|Spring|5|Samantha Floyd|TR|3:35 PM-5:00 PM|LIBR|E1|Intermediate/Advanced
Human Development in Context|PSYC-3808-R-1|Spring|5|Linwood Lewis|W|7:00 PM-9:00 PM|HEIM|208|Intermediate/Advanced
Social Development|PSYC-3809-R-1|Fall|5|Carl Barenboim|T|3:35 PM-5:30 PM|ONLIN||Open
Perspectives onf the Creative Process|PSYC-3857-R-1|Fall|5|Charlotte Doyle|WF|9:30 AM-10:55 AM|SLON|SR|Intermediate
Early Intervention Approaches for Young Children and Families|PSYC-4220-A-1|Spring|5|Cynthia Parson-Puccio|W|1:30 PM-3:25 PM|WREX|DR|Advanced
Psychology Advanced Research Seminar|PSYC-4500-R-1|Fall|3|Maia Pujara|W|12:35 PM-2:00 PM|PAC|2|Intermediate/Advanced
FYS: Islam, Muslims and America|RLGN-1025-F-1|Year|10|Kristin Sands|MR|11:05 AM-12:30 PM|TITS|LR|First Year Studies
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN-2011-L-1|Fall|5|Kristin Sands|W|11:05 AM-12:30 PM|HEIM|208|Open
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN-2011-L-1|Fall|5|Kristin Sands|W|2:00 PM-3:25 PM|TITS|LR|Group conference, meets weekly
Jalal al-Din Rumi: Poet, Storyteller and Mystic|RLGN-2011-L-1|Fall|5|Kristin Sands|R|2:00 PM-3:25 PM|TITS|LR|Group conference, meets weekly
The Buddhist Tradition in India, Tibet, & SE Asia.|RLGN-2024-L-1|Fall|5|T. Griffith Foulk|MR|11:05 AM-12:30 PM|TITS|LH|Open
The Buddhist Tradition in India, Tibet, & SE Asia.|RLGN-2024-L-1|Fall|5|T. Griffith Foulk|T|11:05 AM-11:55 AM|PAC|3|Group conference
The Buddhist Tradition in India, Tibet, & SE Asia.|RLGN-2024-L-1|Fall|5|T. Griffith Foulk|T|3:35 PM-4:30 PM|LIBR|E2|Group conference
Readings in Early Christianity: The Synoptic Gospels|RLGN-3005-R-1|Fall|5|Cameron Afzal|MW|9:30 AM-10:55 AM|TITS|LR|Open
Introduction to Ancient Greek Religion and Society|RLGN-3042-R-1|Fall|5|Cameron Afzal|T|3:35 PM-5:30 PM|SHEFF|22|Open
Chan and Zen Buddhism|RLGN-3211-R-1|Year|10|T. Griffith Foulk|MW|3:35 PM-5:00 PM|ANDH|104|Open
Documenting Jewish Lives: Past as Prologue|RLGN-3308-R-1|Fall|5|Hannah Zaves-Greene|MR|2:00 PM-3:25 PM|SWIN|102|Open
Jewish Mystics, Rabble-Rousers, and Heretics|RLGN-3317-R-1|Spring|5|Hannah Zaves-Greene|MR|2:00 PM-3:25 PM|SWIN|102|Open
Jews of New York|RLGN-3320-R-1|Spring|5|Hannah Zaves-Greene|TR|3:35 PM-5:00 PM|SWIN|102|Open
People of the Book: Jews and Literature|RLGN-3323-R-1|Fall|5|Hannah Zaves-Greene|TR|3:35 PM-5:00 PM|SWIN|102|Open
Invisible Beings and Fantastical Worlds in Islam|RLGN-3406-R-1|Spring|5|Kristin Sands|W|1:30 PM-3:25 PM|TITS|LR|Open
Sociology of Global Inequalities|SOCI-2025-L-1|Spring|5|Parthiban Muniandy|W|2:00 PM-2:55 PM|LIBR|E1|Group conference
Sociology of Global Inequalities|SOCI-2025-L-1|Spring|5|Parthiban Muniandy|T|11:05 AM-12:00 PM|SWIN|102|Group conference
Sociology of Global Inequalities|SOCI-2025-L-1|Spring|5|Parthiban Muniandy|MW|9:30 AM-10:55 AM|TITS|LH|Open
Environmental Policy, Racism, and Social Justice|SOCI-2035-L-1|Year|10|Jessica Poling|W|11:05 AM-12:00 PM|BATES|015|Group conference
Environmental Policy, Racism, and Social Justice|SOCI-2035-L-1|Year|10|Jessica Poling|W|1:00 PM-1:55 PM|BATES|015|Group conference
Environmental Policy, Racism, and Social Justice|SOCI-2035-L-1|Year|10|Jessica Poling|TF|11:05 AM-12:30 PM|SC|103|Open
Bad Neighbors: Sociology of Difference, Diversity in the City|SOCI-3047-R-1|Spring|5|Parthiban Muniandy|R|3:35 PM-5:30 PM|DL|LR|Open
Social Movements and Powerful Art: Aesthetics of Authority/Resistance|SOCI-3129-R-1|Spring|5|Jessica Poling|TR|3:35 PM-5:00 PM|SHEFF|01|Open
Sociology of the Body|SOCI-3403-R-1|Fall|5|Jessica Poling|TR|3:35 PM-5:00 PM|SHEFF|01|Sophomores and above
The Sociology of Sports|SOCI-3455-R-1|Spring|5|Shahnaz Rouse|F|9:00 AM-10:55 AM|BATES|206|Sophomores and above
Beginning Spanish|SPAN-3001-R-1|Year|10|Eduardo Lago|TR|3:35 PM-5:00 PM|TWEED|LR|Open
Beginning Spanish|SPAN-3001-R-1|Year|10|Eduardo Lago|M|2:00 PM-2:55 PM|MORL|CL|Group conference
Beginning Spanish|SPAN-3001-R-1|Year|10|Eduardo Lago|M|3:00 PM-3:55 PM|MORL|CL|Group conference
Advanced Beginning Spanish: Cultures in Context|SPAN-3110-R-1|Year|10|Dana Khromov|MR|2:00 PM-3:25 PM|PAC|1|Open
Intermediate Spanish I: Contemporar Issues in Latin America|SPAN-3501-R-1|Year|10|Danielle Dorvil|TR|9:30 AM-10:55 AM|SLON|SR|Intermediate
Advanced Intermediate Spanish The Caribbean Beyond the Tropics|SPAN-3873-R-1|Year|10|Dana Khromov|MR|11:05 AM-12:30 PM|PAC|1|Intermediate
Advanced Spanish: Black Presence/Representatiuons Latin-Am Cinema|SPAN-4015-R-1|Spring|5|Danielle Dorvil|MW|9:30 AM-10:55 AM|SLON|2|Advanced
Advanced Spanish: Latin American Female Artistic Productions|SPAN-4020-R-1|Fall|5|Danielle Dorvil|MW|9:30 AM-10:55 AM|SLON|2|Advanced
FYS: The Art of Comic Performance:|THEA-1019-F-1|Year|10|Christine Farrell|MR|11:05 AM-12:30 PM|PAC|FVR|First Year Studies
First Year Studies: Power Plays: Theatre in Action|THEA-1028-F-1|Year|10|Kevin Confoy|T|9:00 AM-10:55 AM|PAC|CANNO|First Year Studies
The Stories We Could Tell Theatre through Memory|THEA-3030-A-1|Spring|5|Christine Farrell|W|9:30 AM-12:30 PM|OFFCM||Open (at Wartburg)
Theatre Program - Two/Thirds|THEA-4498-P-1|Fall|5|Caden Manson||-|||Reg for Comp thru Theatre Prog
Theatre Program|THEA-4499-P-1|Year|10|Caden Manson||-|||Reg for Comp thru Theatre Prog
FYS: The Short Story: Explorations|WRIT-1026-F-1|Year|10|Carolyn Ferrell|MW|9:30 AM-10:55 AM|ANDH|104|First Year Studies
FYS: Poetry: The Human Song|WRIT-1037-F-1|Year|10|Marie Howe|W|11:05 AM-12:00 PM|ANDH|101|Group collaborative
FYS: Poetry: The Human Song|WRIT-1037-F-1|Year|10|Marie Howe|TR|9:30 AM-10:55 AM|ANDH|103|First Year Studies
FYS: The Literature of Fact: The Nonfiction Essay|WRIT-1064-F-1|Year|10|Nicolaus Mills|TR|9:30 AM-10:55 AM|TITS|LR|First Year Studies
FYS: "Where Was It One First Heard the Truth"|WRIT-1067-F-1|Year|10|Viji Seshadri|MT|11:05 AM-12:30 PM|SLON|SR|First Year Studies
Children's Literature|WRIT-2021-L-1|Fall|5|Myra Goldberg|W|1:30 PM-3:00 PM|WEST|104|Group conference, meets weekly
Children's Literature|WRIT-2021-L-1|Fall|5|Myra Goldberg|W|11:05 AM-12:30 PM|LIBR|E2|Group conference, meets weekly
Children's Literature|WRIT-2021-L-1|Fall|5|Myra Goldberg|F|11:05 AM-12:30 PM|LIBR|PILLW|Open (Fiction)
The Art of the Short Story|WRIT-2024-L-1|Spring|5|Brian Morton|W|2:00 PM-3:25 PM|ANDH|104|Group conference, meets weekly
The Art of the Short Story|WRIT-2024-L-1|Spring|5|Brian Morton|W|11:05 AM-12:30 PM|ANDH|104|Group conference, meets weekly
The Art of the Short Story|WRIT-2024-L-1|Spring|5|Brian Morton|T|3:35 PM-5:00 PM|HEIM|208|Open (Fiction)
Fiction Workshop|WRIT-3303-R-1|Year|10|Melvin Bukiet|W|3:35 PM-5:30 PM|SHEFF|02|Sophomores & above (Fiction)
Fiction Workshop|WRIT-3310-R-1|Year|10|April Mosolino|M|3:35 PM-5:30 PM|SHEFF|01|Open (Fiction)
Writing and Reading Fiction|WRIT-3312-R-1|Year|10|Brian Morton|M|1:00 PM-3:25 PM|ANDH|104|Open (Fiction)
Forms and Fictions|WRIT-3315-R-1|Spring|5|Myra Goldberg|W|11:05 AM-1:00 PM|ANDH|103|Open (Fiction)
Episodes|WRIT-3322-R-1|Fall|5|Myra Goldberg|M|11:05 AM-1:00 PM|ANDH|101|Open (Fiction)
Fiction Workshop: The Short Story|WRIT-3323-R-1|Year|10|Rattawut Lapcharoensap|MR|11:05 AM-12:30 PM|ANDH|103|Open (Fiction)
Words and Pictures|WRIT-3324-R-1|Spring|5|Myra Goldberg|M|11:05 AM-1:00 PM|ANDH|101|Open (Fiction)
Memory and Fiction|WRIT-3328-R-1|Fall|5|Victoria Redel|W|9:00 AM-10:55 AM|ANDH|101|Intermediate (Fiction)
The Enemies of Fiction: A Fiction Writing Workshop|WRIT-3330-R-1|Year|10|David Hollander|F|11:05 AM-1:00 PM|ANDH|103|Open (Fiction)
The Revolution Will Not Be Televised: Writ/Prod Audio Fiction|WRIT-3351-R-1|Spring|5|Ann Heppermann|R|3:35 PM-5:30 PM|HEIM|211|Open (Fiction)
The Revolution Will Not Be Televised: Writ/Prod Audio Fiction|WRIT-3351-R-1|Spring|5|Ann Heppermann|R|3:35 PM-5:30 PM|HEIM|209A|
Fiction Workshop: Asian American Writing|WRIT-3352-R-1|Fall|5|Rattawut Lapcharoensap|MW|3:35 PM-5:00 PM|ANDH|103|Open (Fiction)
The Voice|WRIT-3353-R-1|Fall|5|Nelly Reifler|W|1:30 PM-3:25 PM|ANDH|103|Open (Fiction)
The Rules--and How to Break Them|WRIT-3356-R-1|Spring|5|Nelly Reifler|W|1:30 PM-3:25 PM|BATES|206|Open (Fiction)
Speculative Fiction Workshop|WRIT-3370-R-1|Fall|5|Chandler Smith|M|1:30 PM-3:25 PM|SLON|2|Open (Fiction)
Speculative Fiction Workshop|WRIT-3370-R-2|Spring|5|Chandler Smith|M|1:30 PM-3:25 PM|SLON|2|Open (Fiction)
Hybrids of Poetry and Prose|WRIT-3505-R-1|Year|10|Jeffrey McDaniel|R|11:05 AM-1:30 PM|ANDH|101|Open (Poetry)
Kitchen Sink: A Poetry Writing Workshop|WRIT-3511-R-1|Fall|5|James Hoch|T|11:05 AM-1:00 PM|SHEFF|01|Open (Poetry)
Poetry Workshop : The Zuihitsu|WRIT-3545-R-1|Year|10|Suzanne Gardinier|T|9:00 AM-10:55 AM|ANDH|101|Open (Poetry)
Poetry Workshop : The Zuihitsu|WRIT-3545-R-2|Spring|5|Suzanne Gardinier|R|9:00 AM-10:55 AM|OFFCM||Bedford Hills (Poetry)
Poetry Workshop: On Collecting / Collections|WRIT-3548-A-1|Spring|5|Matthea Harvey|T|11:05 AM-1:00 PM|SLON|2|Sophomores and above (Poetry)
Funny Ha-Ha|WRIT-3549-R-1|Fall|5|Jeffrey McDaniel|T|11:05 AM-1:30 PM|WEST|104|Open (Poetry)
Contemporary American Poetry|WRIT-3552-R-1|Spring|5|Jeffrey McDaniel|T|11:05 AM-1:30 PM|TWEED|LR|Open (Poetry)
Nonfiction Laboratory|WRIT-3702-R-1|Fall|5|Stephen O'Connor|W|3:35 PM-5:30 PM|SLON|SR|Open (Nonfiction)
Edgy Memoirs|WRIT-3708-R-1|Fall|5|Mary Morris|M|3:35 PM-5:30 PM|TWEED|LR|Open (Nonfiction)
Wrongfully Accused|WRIT-3717-R-1|Year|10|Marek Fuchs|T|3:35 PM-5:30 PM|ANDH|104|Open (Nonfiction)
Dream Logic|WRIT-3718-R-1|Spring|5|Stephen O'Connor|W|3:35 PM-5:30 PM|SLON|2|Open (Nonfiction)
A Question of Character: The Art of the Profile|WRIT-3728-R-1|Spring|5|Alice Truax|R|3:35 PM-5:30 PM|SLON|SR|Open (Nonfiction)
Workshop in Personal Essay|WRIT-3739-R-1|Spring|5|Jacob Slichter|W|3:35 PM-5:30 PM|SLON|SR|Open (Nonfiction)
Narrative Podcasting and Production|WRIT-3752-R-1|Fall|5|Ann Heppermann|R|3:35 PM-5:30 PM|HEIM|211|Open (Nonfiction)
Narrative Podcasting and Production|WRIT-3752-R-1|Fall|5|Ann Heppermann|R|3:35 PM-5:30 PM|HEIM|209A|
Writing Environments|WRIT-3755-R-1|Year|10|Kate Zambreno|W|1:30 PM-3:25 PM|SLON|SR|Open (Nonfiction)
Creative Nonfiction Writing|WRIT-3761-R-1|Fall|5|Jo Ann Beard|W|9:00 AM-10:55 AM|WREX|2|Interm/Adv (Nonfiction)
Reading and Writing Personal Essays|WRIT-3763-R-1|Fall|5|Clifford Thompson|W|11:05 AM-1:00 PM|ANDH|103|Open (Nonfiction)
Nonfiction Workshop: The World and You|WRIT-3767-R-1|Spring|5|Clifford Thompson|W|11:05 AM-1:00 PM|SLON|SR|Open (Nonfiction)

